,Name,City,State,Zip,Type Detailed*,Current Guaranteed Minimum,Average Daily Population,current_as_of
562,DAVID & MARGARET HOME,LA VERNE,CA,91750,ORR,,24,2021-01-07
563,DAVIDSON COUNTY SHERIFF,NASHVILLE,TN,37210,IGSA,,0,2021-01-07
564,DAVIESS COUNTY DETENTION,OWENSBORO,KY,42303,USMS IGA,,13,2025-11-10
565,DAVIS COUNTY,FARMINGTON,UT,84025,IGSA,,5,2025-11-10
566,DAVISON COUNTY (SOUTH DAKOTA),MITCHELL,SD,57301,IGSA,,0,2021-01-07
567,DAWSON COUNTY JAIL,GLENDIVE,MT,59330,IGSA,,0,2021-01-07
568,DAWSON COUNTY JAIL,LEXINGTON,NE,68850,IGSA,,0,2021-01-07
569,DAYS INN INNER HARBOR BALTIMORE,BALTIMORE,MD,21201,Other,,0,2021-01-07
570,DC DEPARTMENT OF CORRECTIONS,WASHINGTON,DC,20001,USMS IGA,,0,2021-01-07
571,DEARBORN POLICE DEPARTMENT,DEARBORN,MI,48126,IGSA,,0,2021-01-07
572,DEKALB COUNTY DETENTION CENTER,FORT PAYNE,AL,35968,USMS IGA,,1,2021-10-28
573,DEKALB COUNTY JAIL,DECATUR,GA,30032,IGSA,,0,2021-01-07
574,DEKALB COUNTY JAIL,FT PAYNE,AL,35968,USMS IGA,,0,2021-01-07
575,DEL AMO PSYCHIATRIC HOSPITAL,TORRANCE,CA,90505,HOSPITAL,,0,2021-01-07
576,DEL RIO HOLD ROOM,DEL RIO,TX,78840,HOLD,,0,2021-01-07
577,DELANEY HALL DETENTION FACILITY,NEWARK,NJ,7105,CDF,700,807,2025-11-10
578,DELAWARE CO JAIL (GEORGE W. HILL),THORNTON,PA,19373,USMS IGA,,0,2021-01-07
579,DELAWARE COUNTY JAIL,DELAWARE,OH,43015,USMS IGA,,0,2021-01-07
580,DELAWARE COUNTY JAIL,DELHI,NY,13753,IGSA,,0,2021-01-07
581,DELTA COUNTY JAIL,DELTA,CO,81416,IGSA,,0,2021-01-07
582,DENTON COUNTY JAIL,DENTON,TX,76205,IGSA,,0,2021-01-07
583,DENVER CITY PADF,DENVER,CO,80201,IGSA,,0,2021-01-07
584,DENVER CONTRACT DETENTION FACILITY,AURORA,CO,80010,CDF,600,1146,2025-11-10
585,DENVER CONTRACT DETENTION FACILITY (CDF) II,AURORA,CO,80010,CDF,,63,2022-03-14
586,DENVER COUNTY JAIL,DENVER,CO,80239,USMS IGA,,0,2021-01-07
587,DENVER HEALTH MEDICAL CENTER,DENVER,CO,80204,HOSPITAL,,0,2021-01-07
588,DENVER HOLD ROOM,DENVER,CO,80239,HOLD,,0,2021-01-07
589,DEPARTMENT OF CORRECTIONS - MANGILAO,MANGILAO,GU,96913,IGSA,,0,2023-03-20
590,DEPARTMENT OF CORRECTIONS HAGATNA,HAGATNA,GU,96910,USMS IGA,,16,2025-11-10
591,DEPARTMENT OF YOUTH AFFAIRS,BARRIGADA,GU,96921,JUVENILE,,0,2021-01-07
592,DEPELCHIN CHILDRENS CENTER,HOUSTON,TX,77007,ORR,,0,2021-01-07
593,DEPTARTMENT OF CORRECTIONS HAGATNA,HAGATNA,GU,96910,USMS IGA,,6,2024-08-05
594,DES MOINES HOLD ROOM,DES MOINES,IA,50309,HOLD,,0,2021-01-07
595,DESCHUTES COUNTY JAIL,BEND,OR,97701,IGSA,,0,2021-01-07
596,DESERT VALLEY HOSPITAL,VICTORVILLE,CA,92395,HOSPITAL,,0,2021-01-07
597,DESERT VIEW,ADELANTO,CA,92301,CDF,480,198,2023-09-18
598,DESERT VIEW ANNEX,ADELANTO,CA,92301,CDF,480,415,2025-11-10
599,DESERT VISTA PSYCHIATRIC,MESA,AZ,85201,HOSPITAL,,0,2021-01-07
600,DEVENS FEDERAL MEDICAL CENTER,AYER,MA,1432,BOP,,0,2021-01-07
601,DEVEREAUX ARIZONA,SCOTTSDALE,AZ,85254,ORR,,0,2021-01-07
602,DEVEREUX COLORADO SHLTR,WESTMINISTER,CO,80021,ORR,,8,2021-01-07
603,DEVEREUX CONNECT SHLTR,WASHINGTON,CT,6793,ORR,,1,2021-01-07
604,DEVEREUX TEXAS SHELTER,VICTORIA,TX,77905,ORR,,9,2021-01-07
605,DEVILS LAKE LAW ENFORCEMENT CENTER,DEVILS LAKE,ND,58301,IGSA,,0,2021-01-07
606,DEWITT COUNTY JAIL,CLINTON,IL,61727,IGSA,,0,2021-01-07
607,DICKENS COUNTY DETENTION,SPUR,TX,79370,IGSA,,0,2021-01-07
608,DILLEY IMMIGRATION PROCESSING CENTER,DILLEY,TX,78017,FAMILY,"2,400",457,2025-11-10
609,DOD DETENTION FACILITY AT FORT BLISS,EL PASO,TX,79936,DOD,,107,2025-09-15
610,"DODGE CORR INSTITUTE, WAU",WAUPUN,WI,53963,IGSA,,0,2021-01-07
611,DODGE COUNTY JAIL,FREMONT,NE,68025,IGSA,,0,2021-01-07
612,DODGE COUNTY JAIL,JUNEAU,WI,53039,USMS IGA,,99,2025-11-10
613,"DODGE COUNTY JAIL, JUNEAU",JUNEAU,WI,53039,USMS IGA,,118,2024-08-05
614,DOLLY VINSANT,SAN BENITO,TX,78586,HOSPITAL,,0,2021-01-07
615,DONA ANA COUNTY DETENTION CENTER,LAS CRUCES,NM,88004,USMS IGA,,1,2025-11-10
616,DORCHESTER CO DET CTR,SUMMERVILLE,SC,29483,USMS IGA,,0,2025-06-23
617,DORCHESTER COUNTY DETENTION CENTER,CAMBRIDGE,MD,21613,IGSA,,19,2022-08-14
618,DOUGLAS COUNTY,ALEXANDRIA,MN,56308,IGSA,,0,2021-01-07
619,DOUGLAS COUNTY,ROSEBURG,OR,97470,IGSA,,0,2021-01-07
620,DOUGLAS COUNTY,SUPERIOR,WI,54880,USMS IGA,,22,2025-11-10
621,DOUGLAS COUNTY DEPARTMENT OF CORRECTIONS,OMAHA,NE,68102,IGSA,,7,2022-01-10
622,DOUGLAS COUNTY DETENTION FACILITY,CASTLE ROCK,CO,80109,IGSA,,0,2021-01-07
623,DOUGLAS COUNTY JAIL,CASTLE ROCK,CO,80104,IGSA,,0,2021-01-07
624,DOVER HOLDROOM,DOVER,DE,19901,HOLD,,1,2021-01-07
625,DRURY INN,DENVER,CO,80239,Other,,0,2021-01-07
626,DRURY INN & STES SNA AP,SAN ANTONIO,TX,78216,Other,,1,2021-01-07
627,DRURY INN STES PHO TEMPE,TEMPE,AZ,85284,Other,,0,2021-01-07
628,DSMC - DEL SOL MEDICAL CENTER,EL PASO,TX,79925,HOSPITAL,,0,2021-01-07
629,DUBLIN FEDERAL CORRECTION INSTITUTION,DUBLIN,CA,94568,BOP,,0,2021-01-07
630,DULUTH HOLD ROOM,DULUTH,MN,55811,HOLD,,0,2021-01-07
631,DUPAGE COUNTY SHERIFF'S OFFICE,WHEATON,IL,60187,IGSA,,0,2021-01-07
632,DURANGO HOLDROOM,DURANGO,CO,81303,HOLD,,0,2021-01-07
633,DUVAL/JACKSONVILLE JAIL,JACKSONVILLE,FL,32202,IGSA,,0,2021-01-07
634,Dakota County Jail,Dakota City,NE,68731,USMS IGA,,0,2023-12-26
635,Dale G. Haile Detention Center,Caldwell,ID,83605,IGSA,,0,2023-12-26
636,Dallas County Jail - Lew Sterrett Justice Center,Dallas,TX,75202,USMS IGA,,6,2024-04-15
637,Dallas County Jail - Lew Sterrett Justice Center***,Dallas,TX,75202,USMS IGA,,6,2024-04-01
638,Denver Contract Detention Facility,Aurora,CO,80010,CDF,600,974,2024-04-15
639,Department Of Corrections Hagatna,Hagatna,GU,96910,USMS IGA,,6,2024-04-15
640,Desert View Annex,Adelanto,CA,92301,CDF,480,385,2024-04-15
641,Dodge County Jail,Juneau,WI,53039,USMS IGA,,121,2024-04-15
642,EAGLE COUNTY JAIL,EAGLE,CO,81631,IGSA,,0,2021-01-07
643,EAST BATON ROUGE JAIL,SCOTLANDVILLE,LA,70807,IGSA,,0,2021-01-07
644,EAST FELICIANA PARISH PRISON,CLINTON,LA,70722,IGSA,,0,2021-01-07
645,EAST HIDALGO DETENTION CENTER,LA VILLA,TX,78562,USMS IGA,,3,2025-11-10
646,EAST MESA DETENTION FACILITY,SAN DIEGO,CA,92158,IGSA,,1,2021-10-28
647,EASTERN REGIONAL JAIL,MARTINSBURG,WV,25401,IGSA,,8,2025-11-10
648,EASTERN SHORE REGIONAL JAIL,EASTVILLE,VA,23347,IGSA,,0,2021-01-07
649,EASTLAKE JUVENILE HALL,LOS ANGELES,CA,90033,JUVENILE,,0,2021-01-07
650,ECONOLODGE MOTEL,TUKWILA,WA,98168,Other,,0,2021-01-07
651,ECTOR COUNTY CORRECTION CENTER,ODESSA,TX,79761,IGSA,,0,2021-01-07
652,ECTOR COUNTY L.E.C.,ODESSA,TX,79762,Other,,0,2021-01-07
653,EDDY COUNTY JAIL,CARLSBAD,NM,88220,IGSA,,0,2021-01-07
654,EDEN DET CTR HOLD ROOM,EDEN,TX,76837,HOLD,,0,2021-01-07
655,EDEN DETENTION CENTER,EDEN,TX,76837,USMS IGA,,189,2023-11-13
656,EDEN DETENTION CTR,EDEN,TX,76837,USMS IGA,,409,2025-11-10
657,EDEN HOLD ROOM,EDEN,TX,76837,HOLD,,0,2021-01-07
658,EDGEFIELD FEDERAL CORRECTIONAL INSTITUTE,EDGEFIELD,SC,29824,BOP,,0,2021-01-07
659,EL CENTRO SERVICE PROCESSING CENTER,EL CENTRO,CA,92243,SPC,,0,2021-01-07
660,EL PASO BEHAVIORAL HEALTH SYSTEM,EL PASO,TX,79902,HOSPITAL,,3,2021-01-07
661,EL PASO BOEING DR HOLDROOM,EL PASO,TX,79925,HOLD,,0,2021-01-07
662,EL PASO COUNTY CRIMINAL JUSTICE CENTER,COLORADO SPRINGS,CO,80906,IGSA,,0,2021-01-07
663,EL PASO COUNTY DETENTION FACILITY,EL PASO,TX,79901,IGSA,,3,2025-11-10
664,EL PASO COUNTY JAIL (TEXAS),EL PASO,TX,79925,IGSA,,0,2021-01-07
665,EL PASO HOLD ROOM,EL PASO,TX,79925,HOLD,,2,2021-01-07
666,EL PASO JUVENILE,EL PASO,TX,79925,HOLD,,0,2021-01-07
667,EL PASO LTAC HOSPITAL,EL PASO,TX,79902,HOSPITAL,,1,2021-01-07
668,EL PASO SERVICE PROCESSING CENTER,EL PASO,TX,79925,SPC,450,826,2025-11-10
669,EL PASO SOFT SIDED FACILI,EL PASO,TX,79934,STAGING,,3,2025-03-17
670,EL PASO SOFT SIDED FACILITY,EL PASO,TX,79934,STAGING,,208,2025-08-18
671,EL PASO SPC,EL PASO,TX,79925,SPC,450,767,2024-07-08
672,EL RENO FEDERAL CORRECTIONAL INSTITUTE,EL RENO,OK,73036,BOP,,0,2021-01-07
673,EL VALLE DETENTION FACILITY,RAYMONDVILLE,TX,78580,DIGSA,600,885,2025-11-10
674,EL VALLE DETENTION FACILITY,Raymondville,TX,78580,DIGSA,600,645,2023-09-30
675,ELBERT COUNTY JAIL,KIOWA,CO,80117,IGSA,,0,2021-01-07
676,ELGIN POLICE DEPARTMENT,ELGIN,IL,60120,IGSA,,0,2021-01-07
677,ELIZABETH CONTRACT D.F.,ELIZABETH,NJ,7201,CDF,285,226,2024-05-13
678,ELIZABETH CONTRACT DETENTION FACILITY,ELIZABETH,NJ,7201,CDF,285,287,2025-11-10
679,ELKHART COUNTY JAIL,ELKHART,IN,46517,Other,,0,2021-01-07
680,ELKTON FEDERAL CORRECTIONAL INSTITUTE,ELKTON,OH,44415,BOP,,0,2021-01-07
681,ELMORE COUNTY JAIL,MOUNTAIN HOME,ID,83647,USMS IGA,,10,2025-11-10
682,ELOY FEDERAL CONTRACT FACILITY,ELOY,AZ,85131,DIGSA,900,1310,2025-11-10
683,ELYRIA CITY JAIL,ELYRIA,OH,44035,IGSA,,0,2021-01-07
684,EMBASSY SUITES BY HILTON,CARY,NC,27513,Other,,0,2021-01-07
685,EMBASSY SUITES HOTEL,DENVER,CO,80239,Other,,0,2021-01-07
686,EMMET COUNTY JAIL,ESTHERVILLE,IA,51334,IGSA,,0,2021-01-07
687,ENGLEWOOD FEDERAL CORRECTIONAL INSTITUTION,LITTLETON,CO,80123,BOP,,0,2021-01-07
688,EQUINOX SHELTER,ALBANY,NY,12202,JUVENILE,,0,2021-01-07
689,ERIE COUNTY CORRECTIONAL,ALDEN,NY,14004,IGSA,,0,2021-01-07
690,ERIE COUNTY HOLDING CENTER,BUFFALO,NY,14202,HOLD,,0,2021-01-07
691,ERIE COUNTY JAIL,ERIE,PA,16503,USMS IGA,,13,2025-11-10
692,ERIE COUNTY MEDICAL CENTER,BUFFALO,NY,14215,HOSPITAL,,0,2021-01-07
693,ERO EL PASO CAMP EAST MONTANA,EL PASO,TX,79936,CDF,,2777,2025-11-10
694,ESCAMBIA COUNTY DETENTION CENTER,BREWTON,AL,34626,IGSA,,0,2021-01-07
695,ESSEX COUNTY,MIDDLETON,MA,1949,IGSA,,0,2021-01-07
696,ESSEX COUNTY CORRECTIONAL FACILITY,NEWARK,NJ,7105,IGSA,,205,2021-10-01
697,ESSEX COUNTY JAIL (NEW YORK),LEWIS,NY,12950,IGSA,,0,2021-01-07
698,ESTILL FEDERAL CORRECTIONAL INSTITUTE,ESTILL,SC,29918,BOP,,0,2021-01-07
699,ETOWAH COUNTY JAIL,GADSDEN,AL,35901,USMS IGA,,88,2025-11-10
700,ETOWAH COUNTY JAIL (ALABAMA),GADSDEN,AL,35901,USMS IGA,,42,2025-09-02
701,ETOWAH ERO HOLD ROOM,GADSDEN,AL,35901,HOLD,,0,2021-01-07
702,EUGENE HOLD ROOM,EUGENE,OR,97401,HOLD,,0,2021-01-07
703,EULESS CITY JAIL,EULESS,TX,76040,IGSA,,4,2022-01-10
704,East Hidalgo Detention Center,La Villa,TX,78562,USMS IGA,,2,2024-04-15
705,Eden Detention CTR,Eden,TX,76837,USMS IGA,,206,2024-02-20
706,Eden Detention Center,Eden,TX,76837,USMS IGA,,207,2024-01-22
707,Eden Detention Ctr,Eden,TX,76837,USMS IGA,,180,2024-04-15
708,El Paso SPC,El Paso,TX,79925,SPC,450,766,2024-04-15
709,El Paso Spc,El Paso,TX,79925,SPC,450,775,2024-02-05
710,El Valle Detention Facility,Raymondville,TX,78580,DIGSA,600,848,2024-04-15
711,Elizabeth Contract D.F.,Elizabeth,NJ,7201,CDF,285,223,2024-04-15
712,Elizabeth Contract D.f.,Elizabeth,NJ,7201,CDF,285,218,2024-02-05
713,Elizabeth Contract Detention Facility,Elizabeth,NJ,7201,CDF,285,220,2024-03-18
714,Elmore County Jail,Mountain Home,ID,83647,USMS IGA,,3,2024-04-01
715,Eloy Federal Contract Facility,Eloy,AZ,85131,DIGSA,900,1420,2024-04-15
716,Essex County Correctional Facility,Newark,NJ,7105,IGSA,,0,2024-01-22
717,Etowah County Jail (alabama),Gadsden,AL,35901,USMS IGA,,0,2023-12-11
718,FAIRBANKS CORRECTIONAL CENTER,FAIRBANKS,AK,99701,IGSA,,0,2021-01-07
719,FAIRFAX COUNTY ADULT DETENTION CENTER,FAIRFAX,VA,22030,IGSA,,0,2021-01-07
720,FAIRFAX COUNTY JAIL,FAIRFAX,VA,22030,USMS IGA,,0,2021-01-07
721,FAIRFIELD INN & SUITES,CHEYENNE,WY,82001,Other,,0,2021-01-07
722,FAIRTON FEDERAL CORRECTIONAL INSTITUTE,FAIRTON,NJ,8320,BOP,,0,2021-01-07
723,FARMVILLE DETENTION CENTER,FARMVILLE,VA,23901,DIGSA,459,718,2025-11-10
724,FAULK COUNTY JAIL,FAULKTON,SD,57438,IGSA,,0,2021-01-07
725,FAULKNER COUNTY JAIL,CONWAY,AR,72034,IGSA,,0,2021-01-07
726,FAYETTE COUNTY DETENTION CENTER,LEXINGTON,KY,40510,USMS IGA,,2,2025-11-10
727,FAYETTE COUNTY JAIL,LA GRANGE,TX,78945,IGSA,,0,2021-01-07
728,FAYETTEVILLE HOLD ROOM,FAYETTEVILLE,AR,72701,HOLD,,0,2021-01-07
729,FCI ATLANTA,ATLANTA,GA,30315,BOP,,113,2025-11-10
730,FCI GILMER,GLENVILLE,WV,26351,BOP,,0,2021-01-07
731,FCI VICTORVILLE,VICTORVILLE,CA,92394,BOP,,0,2021-01-07
732,FDC PHILADELPHIA,PHILADELPHIA,PA,19106,BOP,,98,2025-11-10
733,FERRY COUNTY JAIL,REPUBLIC,WA,99166,IGSA,,0,2021-01-07
734,FINNEY COUNTY JAIL,GARDEN CITY,KS,67846,IGSA,,2,2025-11-10
735,FISHKILL C.F. BEACON NY,BEACON,NY,12508,Other,,0,2021-01-07
736,FIVE COUNTY JOINT,MARYSVILLE,OH,43040,JUVENILE,,0,2021-01-07
737,FLATHEAD COUNTY JAIL,KALISPELL,MT,59901,IGSA,,0,2021-01-07
738,FLORENCE ADMAX US PENITENTIARY,FLORENCE,CO,81226,BOP,,0,2021-01-07
739,FLORENCE FEDERAL CORRECTIONAL INSTITUTE,FLORENCE,CO,81226,BOP,,0,2021-01-07
740,FLORENCE SERVICE PROCESSING CENTER,FLORENCE,AZ,85132,SPC,392,319,2025-11-10
741,FLORENCE SERVICE PROCESSING CENTER,FLORENCE,AZ,85232,SPC,392,385,2023-11-13
742,FLORENCE SPC,FLORENCE,AZ,85132,SPC,392,387,2024-07-08
743,FLORENCE STAGING FACILITY,FLORENCE,AZ,85232,STAGING,,221,2025-11-10
744,FLORENCE US PENITENTIARY,FLORENCE,CO,81226,BOP,,0,2021-01-07
745,FLOYD COUNTY JAIL,NEW ALBANY,IN,47150,IGSA,,0,2021-01-07
746,FLOYD COUNTY JAIL,ROME,GA,30161,USMS IGA,,2,2025-11-10
747,FOLKSTON ANNEX IPC,FOLKSTON,GA,31537,DIGSA,338,275,2025-11-10
748,FOLKSTON D RAY ICE PROCES,FOLKSTON,GA,31537,DIGSA,,28,2025-09-02
749,FOLKSTON D RAY ICE PROCESSING CTR,FOLKSTON,GA,31537,DIGSA,"1,308",703,2025-11-10
750,FOLKSTON MAIN IPC,FOLKSTON,GA,31537,DIGSA,544,675,2025-11-10
751,FOND DU LAC COUNTY SHERIFF/JAIL,FOND DU LAC,WI,54935,IGSA,,0,2021-08-24
752,FORD COUNTY JAIL,DODGE CITY,KS,67801,IGSA,,0,2021-01-07
753,FORD COUNTY JAIL,PAXTON,IL,60957,IGSA,,0,2021-01-07
754,FOREST CITY FEDERAL CORRECTIONAL INSTITUTE,FOREST CITY,AR,72336,BOP,,0,2021-01-07
755,FORKS CITY JAIL,FORKS,WA,98331,IGSA,,0,2021-01-07
756,FORSYTH COUNTY JAIL,WINSTON-SALEM,NC,27101,USMS IGA,,0,2021-01-07
757,FORT BEND COUNTY JAIL,RICHMOND,TX,77469,IGSA,,0,2021-01-07
758,FORT DIX FEDERAL CORRECTIONAL INSTITUTE,FORT DIX,NJ,8640,BOP,,0,2021-01-07
759,FORT LAUDERDALE CITY JAIL,FT.LAUDERDALE,FL,33312,IGSA,,0,2021-01-07
760,FORT LAUDERDALE HOSPITAL,FORT LAUDERDALE,FL,33301,HOSPITAL,,0,2021-01-07
761,FORT MYERS ERO HOLD ROOM,FORT MYERS,FL,33912,HOLD,,0,2021-01-07
762,FORT SMITH HOLD ROOM,FORT SMITH,AR,72901,HOLD,,0,2021-01-07
763,FORT WORTH FEDERAL MEDICAL CENTER,FT. WORTH,TX,76619,BOP,,0,2021-01-07
764,FRANKLIN COUNTY,FRANKFORT,KY,40356,IGSA,,0,2021-01-07
765,FRANKLIN COUNTY,PASCO,WA,99301,IGSA,,0,2021-01-07
766,FRANKLIN COUNTY DETENTION CENTER,LOUISBURG,NC,27549,IGSA,,0,2021-01-07
767,FRANKLIN COUNTY HOUSE OF CORRECTION,GREENFIELD,MA,1301,USMS IGA,,22,2021-05-28
768,FRANKLIN COUNTY JAIL,CHAMBERSBURG,PA,17201,USMS IGA,,0,2025-06-23
769,FRANKLIN COUNTY JAIL,MALONE,NY,12953,IGSA,,0,2021-01-07
770,FRANKLIN COUNTY JAIL (MAINE),FARMINGTON,ME,4938,IGSA,,0,2021-01-07
771,FRANKLIN COUNTY JAIL (VERMONT),SAINT ALBANS,VT,5478,IGSA,,0,2021-01-07
772,FREDERICK COUNTY DETENTION CENTER,FREDERICK,MD,21704,IGSA,,0,2021-01-07
773,FREDERICK HOLDROOM,FREDERICK,CO,80516,HOLD,,0,2021-01-07
774,FREEBORN COUNTY ADULT DETENTION CENTER,ALBERT LEA,MN,56007,IGSA,,84,2025-11-10
775,"FREEBORN COUNTY JAIL, MN",ALBERT LEA,MN,56007,IGSA,,46,2024-08-05
776,FREESTONE COUNTY JAIL,FAIRFIELD,TX,75840,IGSA,,0,2021-01-07
777,FREMONT COUNTY JAIL,ST. ANTHONY,ID,83445,IGSA,,0,2021-01-07
778,FREMONT COUNTY JAIL (COLORADO),CANON CITY,CO,81212,IGSA,,0,2021-01-07
779,FREMONT COUNTY JAIL (WYOMING),LANDER,WY,82520,IGSA,,0,2021-01-07
780,FREMONT COUNTY SHERIFF,SIDNEY,IA,51652,IGSA,,0,2021-01-07
781,FRESNO COUNTY JAIL,FRESNO,CA,93721,IGSA,,0,2021-01-07
782,FRESNO HOLDROOM,FRESNO,CA,93721,HOLD,,0,2021-01-07
783,FRIENDS OF YOUTH,RENTON,WA,98056,ORR,,3,2021-01-07
784,FRIENDS OF YOUTH LTFC,RENTON,WA,98056,ORR,,9,2021-01-07
785,FRIO COUNTY JAIL,PEARSALL,TX,78061,IGSA,,0,2021-01-07
786,FRONTIER COUNTY JAIL,CURTIS,NE,69025,IGSA,,0,2021-01-07
787,FT BLISS DONA ANA BASE CAMP,CHAPARRAL,NM,88021,ORR,,0,2021-01-07
788,FT LAUDERDALE BEHAVIOR HLTH CTR,OAKLAND PARK,FL,33334,HOSPITAL,,1,2021-01-07
789,FT SILL ARMY TRAINING CENTER,FORT SILL,OK,73503,ORR,,0,2021-01-07
790,FULTON CO JAIL INDIANA,ROCHESTER,IN,46975,USMS IGA,,3,2025-11-10
791,FULTON COUNTY JAIL,JOHNSTOWN,NY,12095,IGSA,,0,2021-01-07
792,Fayette County Detention Center,Lexington,KY,40510,USMS IGA,,1,2023-11-27
793,Finney County Jail,Garden City,KS,67846,IGSA,,0,2023-12-11
794,Florence SPC,Florence,AZ,85132,SPC,392,379,2024-04-15
795,Florence Service Processing Center,Florence,AZ,85232,SPC,392,367,2024-01-12
796,Florence Spc,Florence,AZ,85132,SPC,392,369,2024-02-05
797,Florence Staging Facility,Florence,AZ,85232,STAGING,,179,2024-04-15
798,Floyd County Jail,Rome,GA,30161,USMS IGA,,0,2024-01-22
799,Folkston Annex IPC,Folkston,GA,31537,DIGSA,338,244,2024-04-15
800,Folkston Annex Ipc,Folkston,GA,31537,DIGSA,338,233,2024-02-05
801,Folkston Main IPC,Folkston,GA,31537,DIGSA,544,639,2024-04-15
802,Folkston Main Ipc,Folkston,GA,31537,DIGSA,544,650,2024-02-05
803,Freeborn County Adult Detention Center,Albert Lea,MN,56007,IGSA,,42,2024-04-15
804,GALLATIN COUNTY JAIL,BOZEMAN,MT,59715,IGSA,,0,2021-01-07
805,GALVESTON MULTICULTURAL INSTITUTE-CHILDREN'S CTR,GALVESTON,TX,77550,ORR,,0,2021-01-07
806,GARFIELD COUNTY JAIL,GLENWOOD SPGS,CO,81601,IGSA,,0,2021-01-07
807,GARNER CORRECTIONAL INSTITUTE,NEWTOWN,CT,6470,IGSA,,0,2021-01-07
808,GARVIN COUNTY DETENTION CENTER,PAULS VALLEY,OK,73075,IGSA,,0,2025-06-23
809,GASTON COUNTY JAIL,GASTONIA,NC,28052,IGSA,,0,2025-06-23
810,GEAUGA COUNTY JAIL,CHARDON,OH,44024,USMS IGA,,25,2025-11-10
811,GEAUGA COUNTY JAIL (GEAUGOH),CHARDON,OH,44024,USMS IGA,,53,2024-08-05
812,GENESEE COUNTY JAIL,BATAVIA,NY,14020,USMS IGA,,0,2021-01-07
813,GENEVA CITY JAIL,GENEVA,OH,44041,IGSA,,0,2021-01-07
814,GEORGE BAILEY DETENTION FACILITY,SAN DIEGO,CA,92158,IGSA,,0,2021-01-07
815,GEORGE BUSH INTERCONTINENTAL,HOUSTON,TX,77032,STAGING,,0,2021-01-07
816,GEORGIA BAPTIST CHILDREN HOME,MEANSVILLE,GA,30256,JUVENILE,,0,2021-01-07
817,GILA COUNTY JAIL,GLOBE,AZ,85501,IGSA,,0,2021-01-07
818,GILA COUNTY JUVENILE DETENTION CENTER,GLOBE,AZ,85501,JUVENILE,,0,2021-01-07
819,GILLISPIE CITY JAIL,FREDERICKSBURG,TX,78624,IGSA,,0,2021-01-07
820,GILPIN COUNTY SHERIFF,GOLDEN,CO,80403,IGSA,,0,2021-01-07
821,GLADES COUNTY DETENTION CENTER,MOORE HAVEN,FL,33471,IGSA,500,463,2025-11-10
822,GLADES COUNTY DETENTION CENTER FEMALE,MOORE HAVEN,FL,33472,IGSA,,0,2021-01-07
823,GLENDALE POLICE DEPARTMENT,GLENDALE,CA,91206,IGSA,,0,2021-01-07
824,GLENN COUNTY JAIL,WILLOWS,CA,95988,IGSA,,0,2021-01-07
825,GLENWOOD SPRINGS HOLDROOM,GLENWOOD SPRINGS,CO,81601,HOLD,,0,2021-01-07
826,GLOUCESTER COUNTY JAIL,WOODBURY,NJ,8096,IGSA,,0,2021-01-07
827,GOLDEN STATE ANNEX,MCFARLAND,CA,93250,CDF,560,623,2025-11-10
828,GONZALES COUNTY JAIL,GONZALEZ,TX,78629,IGSA,,0,2021-01-07
829,GOOD,RED WING,MN,55066,IGSA,,0,2021-01-07
830,GOODHUE COUNTY JAIL,RED WING,MN,55066,IGSA,,0,2021-01-07
831,GOOSE CREEK CORRECTIONAL,WASILLA,AK,99654,Other,,0,2021-01-07
832,GOSHEN COUNTY JAIL,TORRINGTON,WY,82240,IGSA,,0,2021-01-07
833,GRACE HOUSE CHILD SHLTR,MCALLEN,TX,78503,ORR,,19,2021-01-07
834,GRADY COUNTY JAIL,CHICKASHA,OK,73018,USMS IGA,,0,2021-01-07
835,GRAHAM COUNTY,SAFFORD,AZ,85546,IGSA,,0,2021-01-07
836,GRAND COUNTY JAIL,HOT SULPHUR SPGS,CO,80451,IGSA,,0,2021-01-07
837,GRAND FORKS COUNTY,GRAND FORKS,ND,58206,JUVENILE,,0,2021-01-07
838,GRAND FORKS COUNTY CORRECTIONAL FACILITY,GRAND FORKS,ND,58203,USMS IGA,,20,2025-11-10
839,GRAND FORKS COUNTY CORRECTIONAL FACILITY,GRAND FORKS,ND,58206,USMS IGA,,1,2023-11-13
840,GRAND FORKS HOLD ROOM,GRAND FORKS,ND,58203,HOLD,,0,2021-01-07
841,GRAND ISLAND HOLDROOM,GRAND ISLAND,NE,68801,HOLD,,0,2021-01-07
842,GRAND JUNCTION HOLDROOM,GRAND JUNCTION,CO,81501,HOLD,,0,2021-01-07
843,GRAND RAPIDS HOLD ROOM,GRAND RAPIDS,MI,49503,HOLD,,0,2021-01-07
844,GRANT COUNTY,EPHRATA,WA,98823,IGSA,,0,2021-01-07
845,GRANT COUNTY JAIL,CANYON CITY,OR,97820,IGSA,,0,2021-01-07
846,GRAYSON COUNTY DETENTION CENTER,LEITCHFIELD,KY,42754,USMS IGA,,0,2021-01-07
847,GRAYSON COUNTY JAIL,LEITCHFIELD,KY,42754,USMS IGA,,152,2025-11-10
848,GREAT PLAINS CI HOLDROOM,HINTON,OK,73047,HOLD,,0,2021-01-07
849,GREENE COUNTY JAIL,CATSKILL,NY,12414,IGSA,,0,2021-01-07
850,GREENE COUNTY JAIL,SPRINGFIELD,MO,65802,USMS IGA,,261,2025-11-10
851,GREENVILLE FEDERAL CORRECTIONAL INSTITUTE,GREENVILLE,IL,62246,BOP,,0,2021-01-07
